Stephen King|Bernie Wrightson,This is the way the world ends: with a nanosecond of computer error in a Defense Department laboratory and a million casual contacts that form the links in a chain letter of death. And here is the bleak new world of the day after: a world stripped of its institutions and emptied of 99 percent of its people. A world in which a handful of panicky survivors choose sides -- or are chosen.,Complete & Uncut Edition,Hardcover,9.78039E+12,1153 pages,4.34,523830,15647,The Stand,Horror|Fiction|Fantasy|Science Fiction|Apocalyptic|Post Apocalyptic,https://images.gr-assets.com/books/1213131305l/149267.jpg
Lois Lowry,Twelve-year-old Jonas lives in a seemingly ideal world. Not until he is given his life assignment as the Receiver does he begin to understand the dark secrets behind this fragile community.,,Paperback,9.78039E+12,208 pages,4.12,1452412,58451,The Giver,Young Adult|Fiction|Classics|Science Fiction|Dystopia|Science Fiction,https://images.gr-assets.com/books/1342493368l/3636.jpg
Richard  Adams,"Librarian's note: See alternate cover edition of ISBN13 9780380395866 here.Set in England's Downs, a once idyllic rural landscape, this stirring tale of adventure, courage and survival follows a band of very special creatures on their flight from the intrusion of man and the certain destruction of their home. Led by a stouthearted pair of friends, they journey forth from their native Sandleford Warren through the harrowing trials posed by predators and adversaries, to a mysterious promised land and a more perfect society.",,Mass Market Paperback,9.78038E+12,478 pages,4.06,331158,11489,Watership Down,Classics|Fiction|Fantasy|Young Adult|Animals,https://images.gr-assets.com/books/1405136931l/76620.jpg
Margaret Atwood,"Offred is a Handmaid in the Republic of Gilead. She may leave the home of the Commander and his wife once a day to walk to food markets whose signs are now pictures instead of words because women are no longer allowed to read. She must lie on her back once a month and pray that the Commander makes her pregnant, because in an age of declining births, Offred and the other Handmaids are valued only if their ovaries are viable. Offred can remember the years before, when she lived and made love with her husband, Luke; when she played with and protected her daughter; when she had a job, money of her own, and access to knowledge. But all of that is gone now...",,Paperback,9.78039E+12,311 pages,4.09,944897,51091,The Handmaid's Tale,Fiction|Classics|Science Fiction|Dystopia|Science Fiction|Feminism,https://images.gr-assets.com/books/1498057733l/38447.jpg
Arthur Conan Doyle,"'It is an old maxim of mine that when you have excluded the impossible, whatever remains, however improbable, must be the truth.'Sherlock Holmes, scourge of criminals everywhere, whether they be lurking in London's foggy backstreets or plotting behind the walls of an idyllic country mansion, and his faithful colleague Dr Watson solve twelve breathtaking and perplexing mysteries.In The Adventures of Sherlock Holmes, the first collection of the great consulting detective's cases, we encounter some of his most famous and devilishly difficult problems, including A Scandal in Bohemia, The Speckled Band, The Red-Headed League, The Blue Carbuncle, The Five Orange Pips and The Man with the Twisted Lip.",,Paperback,9.78019E+12,339 pages,4.3,207674,5624,The Adventures of Sherlock Holmes,Classics|Mystery|Fiction|Short Stories|Mystery|Crime|Mystery|Detective|Literature|Adventure|Literature|19th Century|Historical|Historical Fiction,https://images.gr-assets.com/books/1164045516l/3590.jpg
Jodi Picoult,"Anna is not sick, but she might as well be. By age thirteen, she has undergone countless surgeries, transfusions, and shots so that her older sister, Kate, can somehow fight the leukemia that has plagued her since childhood. The product of preimplantation genetic diagnosis, Anna was conceived as a bone marrow match for Kate -- a life and a role that she has never challenged... until now. Like most teenagers, Anna is beginning to question who she truly is. But unlike most teenagers, she has always been defined in terms of her sister—and so Anna makes a decision that for most would be unthinkable, a decision that will tear her family apart and have perhaps fatal consequences for the sister she loves.A provocative novel that raises some important ethical issues, My Sister's Keeper is the story of one family's struggle for survival at all human costs and a stunning parable for all time.",,Paperback,9.78074E+12,423 pages,4.06,955234,31913,My Sister's Keeper,Fiction|Contemporary|Womens Fiction|Chick Lit,https://images.gr-assets.com/books/1369504683l/10917.jpg
Ken Kesey,"Like George Orwell and Philip Wylie, Ken Kesey is concerned with man's battle to be himself in a world of increasing controls, the battle of joy and freedom against a society which fosters guilt and shame. His first novel, One Flew Over the Cuckoo's Nest, tells the story of a struggle between a man and a woman for the spirits and hearts of a group of people who have been defeated by the world.The setting for these defeated lives is a mental institution. The teller of the story, a half-Indian and a long-time inmate, has made the most complete retreat from life of all of them; he will not talk, and he has fooled the staff into thinking he is deaf and dumb. But through his self-imposed protective fog he is an acute observer. His vision of the life around him seems to have a truth which is beyond the definitions of sanity or insanity. To him the world is run by an all-powerful ""Combine."" The hear of the war, the ""Big Nurse,"" is the chief instrument of evil. She wields her insidious power over the men to destroy their wills and freeze them into mindless obedience.Into this gray world comes McMurphy, a brawling, gambling man, full of spirit and a glorious lust for life. He is horrified by the docility with which the other men accept the rule of the Big Nurse and decides to fight her on her own terms. The battle begins, for him, as a lark - a way of winning the bets he has made with the men. And then, as he becomes more aware of the terrible dangers in it, and more committed to the others who have come to count on him for their own survival, his decision to go on is a heroic act of sacrifice and compassion.",US / CAN,Mass Market Paperback,9.78045E+12,325 pages,4.19,543387,8877,One Flew Over the Cuckoo's Nest,Classics|Fiction|Literature|Psychology,https://images.gr-assets.com/books/1516211014l/332613.jpg
Sylvia Plath|Reinhard Kaiser,"Sylvia Plath's shocking, realistic, and intensely emotional novel about a woman falling into the grip of insanity. Esther Greenwood is brilliant, beautiful, enormously talented, and successful, but slowly going under—maybe for the last time. In her acclaimed and enduring masterwork, Sylvia Plath brilliantly draws the reader into Esther's breakdown with such intensity that her insanity becomes palpably real, even rational—as accessible an experience as going to the movies. A deep penetration into the darkest and most harrowing corners of the human psyche, The Bell Jar is an extraordinary accomplishment and a haunting American classic.",First Harper Perennial Modern Classics Deluxe Edition (US),Paperback,9.78006E+12,244 pages,3.99,491544,18332,The Bell Jar,Classics|Fiction|Feminism|Psychology|Mental Health|Mental Illness|Literature|Health|Mental Health|Novels|Poetry|Literature|American,https://images.gr-assets.com/books/1473890514l/6514.jpg
Diana Gabaldon,"The year is 1945. Claire Randall, a former combat nurse, is just back from the war and reunited with her husband on a second honeymoon when she walks through a standing stone in one of the ancient circles that dot the British Isles. Suddenly she is a Sassenach—an “outlander”—in a Scotland torn by war and raiding border clans in the year of Our Lord...1743.Hurled back in time by forces she cannot understand, Claire is catapulted into the intrigues of lairds and spies that may threaten her life, and shatter her heart. For here James Fraser, a gallant young Scots warrior, shows her a love so absolute that Claire becomes a woman torn between fidelity and desire—and between two vastly different men in two irreconcilable lives.",,Mass Market Paperback,9.78044E+12,850 pages,4.22,668422,40168,Outlander,Historical|Historical Fiction|Romance|Fantasy|Fiction|Science Fiction|Time Travel|Historical|Romance|Historical Romance,https://images.gr-assets.com/books/1529065012l/10964.jpg
Stieg Larsson|Reg Keeland,"A spellbinding amalgam of murder mystery, family saga, love story and financial intrigue.A Sensational #1 Bestseller – Now a Major Motion Picture In Theaters March 2010.It’s about the disappearance forty years ago of Harriet Vanger, a young scion of one of the wealthiest families in Sweden . . . and about her octogenarian uncle, determined to know the truth about what he believes was her murder.It’s about Mikael Blomkvist, a crusading journalist recently at the wrong end of a libel case, hired to get to the bottom of Harriet’s disappearance . . . and about Lisbeth Salander, a twenty-four-year-old pierced and tattooed genius hacker possessed of the hard-earned wisdom of someone twice her age—and a terrifying capacity for ruthlessness to go with it—who assists Blomkvist with the investigation. This unlikely team discovers a vein of nearly unfathomable iniquity running through the Vanger family, astonishing corruption in the highest echelons of Swedish industrialism—and an unexpected connection between themselves.It’s a contagiously exciting, stunningly intelligent novel about society at its most hidden, and about the intimate lives of a brilliantly realized cast of characters, all of them forced to face the darker aspects of their world and of their own lives.",1st edition,Hardcover,9.78031E+12,465 pages,4.13,2182830,64906,The Girl with the Dragon Tattoo,Fiction|Mystery|Thriller|Mystery|Crime,https://images.gr-assets.com/books/1327868566l/2429135.jpg
Daphne du Maurier,"Last night I dreamt I went to Manderley again . . .The novel begins in Monte Carlo, where our heroine is swept off her feet by the dashing widower Maxim de Winter and his sudden proposal of marriage. Orphaned and working as a lady's maid, she can barely believe her luck. It is only when they arrive at his massive country estate that she realizes how large a shadow his late wife will cast over their lives--presenting her with a lingering evil that threatens to destroy their marriage from beyond the grave.",,ebook,9.78032E+12,449 pages,4.21,366815,17470,Rebecca,Classics|Fiction|Mystery|Romance|Gothic,https://images.gr-assets.com/books/1386605169l/17899948.jpg
Betty  Smith,"The beloved American classic about a young girl's coming-of-age at the turn of the century, Betty Smith's A Tree Grows in Brooklyn is a poignant and moving tale filled with compassion and cruelty, laughter and heartache, crowded with life and people and incident. The story of young, sensitive, and idealistic Francie Nolan and her bittersweet formative years in the slums of Williamsburg has enchanted and inspired millions of readers for more than sixty years. By turns overwhelming, sublime, heartbreaking, and uplifting, the daily experiences of the unforgettable Nolans are raw with honesty and tenderly threaded with family connectedness -- in a work of literary art that brilliantly captures a unique time and place as well as incredibly rich moments of universal experience.",Deckle Page Edition,Paperback,9.78006E+12,496 pages,4.25,333330,17523,A Tree Grows in Brooklyn,Classics|Fiction|Historical|Historical Fiction|Young Adult,https://images.gr-assets.com/books/1327883484l/14891.jpg
Roald Dahl|Quentin Blake,"Matilda is a little girl who is far too good to be true. At age five-and-a-half she's knocking off double-digit multiplication problems and blitz-reading Dickens. Even more remarkably, her classmates love her even though she's a super-nerd and the teacher's pet. But everything is not perfect in Matilda's world. For starters she has two of the most idiotic, self-centered parents who ever lived. Then there's the large, busty nightmare of a school principal, Miss (""The"") Trunchbull, a former hammer-throwing champion who flings children at will and is approximately as sympathetic as a bulldozer. Fortunately for Matilda, she has the inner resources to deal with such annoyances: astonishing intelligence, saintly patience, and an innate predilection for revenge.She warms up with some practical jokes aimed at her hapless parents, but the true test comes when she rallies in defense of her teacher, the sweet Miss Honey, against the diabolical Trunchbull. There is never any doubt that Matilda will carry the day. Even so, this wonderful story is far from predictable. Roald Dahl, while keeping the plot moving imaginatively, also has an unerring ear for emotional truth. The reader cares about Matilda because in addition to all her other gifts, she has real feelings.",,Paperback,9.78014E+12,240 pages,4.29,497665,12902,Matilda,Childrens|Fiction|Fantasy|Classics,https://images.gr-assets.com/books/1388793265l/39988.jpg
Alice Walker,"The Color Purple is a classic. With over a million copies sold in the UK alone, it is hailed as one of the all-time 'greats' of literature, inspiring generations of readers.Set in the deep American South between the wars, it is the tale of Celie, a young black girl born into poverty and segregation. Raped repeatedly by the man she calls 'father', she has two children taken away from her, is separated from her beloved sister Nettie and is trapped into an ugly marriage. But then she meets the glamorous Shug Avery, singer and magic-maker - a woman who has taken charge of her own destiny. Gradually, Celie discovers the power and joy of her own spirit, freeing her from her past and reuniting her with those she loves.",,Paperback,9.78067E+12,295 pages,4.18,440592,11325,The Color Purple,Classics|Fiction|Historical|Historical Fiction|Feminism,https://images.gr-assets.com/books/1386925078l/11486.jpg
J.R.R. Tolkien,"Alternate Cover Edition ISBN 0618260269 (copyright page ISBN is 0618346252 - different from back cover)One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkeness bind themIn ancient times the Rings of Power were crafted by the Elven-smiths, and Sauron, The Dark Lord, forged the One Ring, filling it with his own power so that he could rule all others. But the One Ring was taken from him, and though he sought it throughout Middle-earth, it remained lost to him. After many ages it fell into the hands of Bilbo Baggins, as told in The Hobbit.In a sleepy village in the Shire, young Frodo Baggins finds himself faced with an immense task, as his elderly cousin Bilbo entrusts the Ring to his care. Frodo must leave his home and make a perilous journey across Middle-earth to the Cracks of Doom, there to destroy the Ring and foil the Dark Lord in his evil purpose.--back cover",Media Tie-In Edition,Paperback,9.78062E+12,398 pages,4.35,2021782,17444,The Fellowship of the Ring,Fantasy|Classics|Fiction|Adventure,https://images.gr-assets.com/books/1298411339l/34.jpg
Louisa May Alcott,"Generations of readers young and old, male and female, have fallen in love with the March sisters of Louisa May Alcott’s most popular and enduring novel, Little Women. Here are talented tomboy and author-to-be Jo, tragically frail Beth, beautiful Meg, and romantic, spoiled Amy, united in their devotion to each other and their struggles to survive in New England during the Civil War.It is no secret that Alcott based Little Women on her own early life. While her father, the freethinking reformer and abolitionist Bronson Alcott, hobnobbed with such eminent male authors as Emerson, Thoreau, and Hawthorne, Louisa supported herself and her sisters with �woman’s work,” including sewing, doing laundry, and acting as a domestic servant. But she soon discovered she could make more money writing. Little Women brought her lasting fame and fortune, and far from being the �girl’s book” her publisher requested, it explores such timeless themes as love and death, war and peace, the conflict between personal ambition and family responsibilities, and the clash of cultures between Europe and America.",,Paperback,9.78045E+12,449 pages,4.05,1429608,19045,Little Women,Classics|Fiction|Historical|Historical Fiction|Young Adult,https://images.gr-assets.com/books/1388269517l/1934.jpg
Cormac McCarthy,"A searing, post apocalyptic novel destined to become Cormac McCarthy’s masterpiece.A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind. It is cold enough to crack stones, and when the snow falls it is gray. The sky is dark. Their destination is the coast, although they don’t know what, if anything, awaits them there. They have nothing; just a pistol to defend themselves against the lawless bands that stalk the road, the clothes they are wearing, a cart of scavenged food—and each other.",,Hardcover,9.78031E+12,241 pages,3.96,612741,41379,The Road,Fiction|Science Fiction|Science Fiction|Dystopia|Apocalyptic|Post Apocalyptic,https://images.gr-assets.com/books/1439197219l/6288.jpg
Frank McCourt,"Imbued on every page with Frank McCourt's astounding humor and compassion. This is a glorious book that bears all the marks of a classic.""When I look back on my childhood I wonder how I managed to survive at all. It was, of course, a miserable childhood: the happy childhood is hardly worth your while. Worse than the ordinary miserable childhood is the miserable Irish childhood, and worse yet is the miserable Irish Catholic childhood."" So begins the Pulitzer Prize winning memoir of Frank McCourt, born in Depression-era Brooklyn to recent Irish immigrants and raised in the slums of Limerick, Ireland. Frank's mother, Angela, has no money to feed the children since Frank's father, Malachy, rarely works, and when he does he drinks his wages. Yet Malachy-- exasperating, irresponsible and beguiling-- does nurture in Frank an appetite for the one thing he can provide: a story. Frank lives for his father's tales of Cuchulain, who saved Ireland, and of the Angel on the Seventh Step, who brings his mother babies. Perhaps it is story that accounts for Frank's survival. Wearing rags for diapers, begging a pig's head for Christmas dinner and gathering coal from the roadside to light a fire, Frank endures poverty, near-starvation and the casual cruelty of relatives and neighbors--yet lives to tell his tale with eloquence, exuberance and remarkable forgiveness. Angela's Ashes, imbued on every page with Frank McCourt's astounding humor and compassion, is a glorious book that bears all the marks of a classic.",,Paperback,9.78001E+12,452 pages,4.09,466398,10595,Angela's Ashes,Nonfiction|Autobiography|Memoir|Biography,https://images.gr-assets.com/books/1348317139l/252577.jpg
Anthony Burgess,"A vicious fifteen-year-old ""droog"" is the central character of this 1963 classic, whose stark terror was captured in Stanley Kubrick's magnificent film of the same title.In Anthony Burgess's nightmare vision of the future, where criminals take over after dark, the story is told by the central character, Alex, who talks in a brutal invented slang that brilliantly renders his and his friends' social pathology. A Clockwork Orange is a frightening fable about good and evil, and the meaning of human freedom. When the state undertakes to reform Alex—to ""redeem"" him—the novel asks, ""At what cost?""This edition includes the controversial last chapter not published in the first edition and Burgess's introduction ""A Clockwork Orange Resucked"".",,Paperback,9.78039E+12,212 pages,3.99,508614,11247,A Clockwork Orange,Classics|Fiction|Science Fiction|Science Fiction|Dystopia,https://images.gr-assets.com/books/1348339306l/227463.jpg
Fyodor Dostoyevsky|Richard Pevear|Larissa Volokhonsky,"The award-winning translation of Dostoevsky's last and greatest novel.The Brothers Karamazov is a passionate philosophical novel set in 19th century Russia, that enters deeply into the ethical debates of God, free will, and morality. It is a spiritual drama of moral struggles concerning faith, doubt, and reason, set against a modernizing Russia.",,Paperback,9.78037E+12,796 pages,4.32,196403,8719,The Brothers Karamazov,Classics|Fiction|Cultural|Russia|Literature|Literature|Russian Literature,https://images.gr-assets.com/books/1427728126l/4934.jpg
Frank Herbert,"Set in the far future amidst a sprawling feudal interstellar empire where planetary dynasties are controlled by noble houses that owe an allegiance to the imperial House Corrino, Dune tells the story of young Paul Atreides (the heir apparent to Duke Leto Atreides and heir of House Atreides) as he and his family accept control of the desert planet Arrakis, the only source of the 'spice' melange, the most important and valuable substance in the cosmos. The story explores the complex, multi-layered interactions of politics, religion, ecology, technology, and human emotion as the forces of the empire confront each other for control of Arrakis.Published in 1965, it won the Hugo Award in 1966 and the inaugural Nebula Award for Best Novel. Dune is frequently cited as the world's best-selling sf novel.",,Paperback,9.78034E+12,604 pages,4.21,585539,15277,Dune,Science Fiction|Fiction|Fantasy|Classics,https://images.gr-assets.com/books/1434908555l/234225.jpg
Richelle Mead,"Only a true best friend can protect you from your immortal enemies . . . Lissa Dragomir is a Moroi princess: a mortal vampire with a rare gift for harnessing the earth's magic. She must be protected at all times from Strigoi; the fiercest vampires - the ones who never die. The powerful blend of human and vampire blood that flows through Rose Hathaway, Lissa's best friend, makes her a dhampir. Rose is dedicated to a dangerous life of protecting Lissa from the Strigoi, who are hell-bent on making Lissa one of them.After two years of freedom, Rose and Lissa are caught and dragged back to St. Vladimir's Academy, a school for vampire royalty and their guardians-to-be, hidden in the deep forests of Montana. But inside the iron gates, life is even more fraught with danger . . . and the Strigoi are always close by.Rose and Lissa must navigate their dangerous world, confront the temptations of forbidden love, and never once let their guard down, lest the evil undead make Lissa one of them forever . . .",,Paperback,,332 pages,4.13,491540,20760,Vampire Academy,Young Adult|Paranormal|Vampires|Fantasy|Fantasy|Paranormal|Romance,https://images.gr-assets.com/books/1381459853l/18660669.jpg
Barbara Kingsolver,"The Poisonwood Bible is a story told by the wife and four daughters of Nathan Price, a fierce, evangelical Baptist who takes his family and mission to the Belgian Congo in 1959. They carry with them everything they believe they will need from home, but soon find that all of it -- from garden seeds to Scripture -- is calamitously transformed on African soil. What follows is a suspenseful epic of one family's tragic undoing and remarkable reconstruction over the course of three decades in postcolonial Africa.",,Hardcover,9.78006E+12,546 pages,4.04,595935,21100,The Poisonwood Bible,Fiction|Historical|Historical Fiction|Cultural|Africa|Classics,https://images.gr-assets.com/books/1412242487l/7244.jpg
Hermann Hesse|Hilda Rosner,"Herman Hesse's classic novel has delighted, inspired, and influenced generations of readers, writers, and thinkers. In this story of a wealthy Indian Brahmin who casts off a life of privilege to seek spiritual fulfillment. Hesse synthesizes disparate philosophies--Eastern religions, Jungian archetypes, Western individualism--into a unique vision of life as expressed through one man's search for true meaning.",,Mass Market Paperback,9.78055E+12,152 pages,4,474735,13514,Siddhartha,Classics|Fiction|Philosophy|Religion|Literature|Spirituality,https://images.gr-assets.com/books/1428715580l/52036.jpg
Ayn Rand|Leonard Peikoff,"This is the story of a man who said that he would stop the motor of the world and did. Was he a destroyer or the greatest of liberators?Why did he have to fight his battle, not against his enemies, but against those who needed him most, and his hardest battle against the woman he loved? What is the world’s motor — and the motive power of every man? You will know the answer to these questions when you discover the reason behind the baffling events that play havoc with the lives of the characters in this story. Tremendous in its scope, this novel presents an astounding panorama of human life — from the productive genius who becomes a worthless playboy — to the great steel industrialist who does not know that he is working for his own destruction — to the philosopher who becomes a pirate — to the composer who gives up his career on the night of his triumph — to the woman who runs a transcontinental railroad — to the lowest track worker in her Terminal tunnels. You must be prepared, when you read this novel, to check every premise at the root of your convictions.This is a mystery story, not about the murder — and rebirth — of man’s spirit. It is a philosophical revolution, told in the form of an action thriller of violent events, a ruthlessly brilliant plot structure and an irresistible suspense. Do you say this is impossible? Well, that is the first of your premises to check.",,Paperback,9.78045E+12,1168 pages,3.68,320850,15696,Atlas Shrugged,Fiction|Classics|Philosophy|Literature|Politics,https://images.gr-assets.com/books/1405868167l/662.jpg
J.K. Rowling|Mary GrandPré,"Harry Potter is leaving Privet Drive for the last time. But as he climbs into the sidecar of Hagrid’s motorbike and they take to the skies, he knows Lord Voldemort and the Death Eaters will not be far behind.The protective charm that has kept him safe until now is broken. But the Dark Lord is breathing fear into everything he loves. And he knows he can’t keep hiding.To stop Voldemort, Harry knows he must find the remaining Horcruxes and destroy them.He will have to face his enemy in one final battle.--jkrowling.com",First American Edition,Hardcover,9.78055E+12,759 pages,4.62,2068269,56774,Harry Potter and the Deathly Hallows,Fantasy|Young Adult|Fiction,https://images.gr-assets.com/books/1474171184l/136251.jpg
Miguel de Cervantes Saavedra|Roberto González Echevarría|John Rutherford|Ernani Ssó,"Don Quixote has become so entranced by reading chivalric romances, that he determines to become a knight-errant himself. In the company of his faithful squire, Sancho Panza, his exploits blossom in all sorts of wonderful ways. While Quixote's fancy often leads him astray – he tilts at windmills, imagining them to be giants – Sancho acquires cunning and a certain sagacity. Sane madman and wise fool, they roam the world together, and together they have haunted readers' imaginations for nearly four hundred years.With its experimental form and literary playfulness, Don Quixote generally has been recognized as the first modern novel. The book has had enormous influence on a host of writers, from Fielding and Sterne to Flaubert, Dickens, Melville, and Faulkner, who reread it once a year, ""just as some people read the Bible.""",,Paperback,9.78014E+12,1023 pages,3.86,174044,6211,Don Quixote,Classics|Fiction|Literature|European Literature|Spanish Literature,https://images.gr-assets.com/books/1364958765l/3836.jpg
Philip Pullman,"Lyra is rushing to the cold, far North, where witch clans and armored bears rule. North, where the Gobblers take the children they steal--including her friend Roger. North, where her fearsome uncle Asriel is trying to build a bridge to a parallel world.Can one small girl make a difference in such great and terrible endeavors? This is Lyra: a savage, a schemer, a liar, and as fierce and true a champion as Roger or Asriel could want--but what Lyra doesn't know is that to help one of them will be to betray the other.A masterwork of storytelling and suspense, Philip Pullman's award-winning The Golden Compass is the first in the His Dark Materials series, which continues with The Subtle Knife and The Amber Spyglass.",,Hardcover,9.78068E+12,399 pages,3.96,1094029,17109,The Golden Compass,Fantasy|Young Adult|Fiction,https://images.gr-assets.com/books/1505766203l/119322.jpg
Ray Bradbury,"The terrifyingly prophetic novel of a post-literate future.Guy Montag is a fireman. His job is to burn books, which are forbidden, being the source of all discord and unhappiness. Even so, Montag is unhappy; there is discord in his marriage. Are books hidden in his house? The Mechanical Hound of the Fire Department, armed with a lethal hypodermic, escorted by helicopters, is ready to track down those dissidents who defy society to preserve and read books.The classic dystopian novel of a post-literate future, Fahrenheit 451 stands alongside Orwell’s 1984 and Huxley’s Brave New World as a prophetic account of Western civilization’s enslavement by the media, drugs and conformity.Bradbury’s powerful and poetic prose combines with uncanny insight into the potential of technology to create a novel which, decades on from first publication, still has the power to dazzle and shock.--back cover","Clothbound Special Edition, Voyager Classics (UK)",Hardcover,9.78001E+12,227 pages,3.98,1321751,36934,Fahrenheit 451,Classics|Fiction|Science Fiction|Science Fiction|Dystopia,https://images.gr-assets.com/books/1469704347l/17470674.jpg
Nicholas Sparks,"A man with a faded, well-worn notebook open in his lap. A woman experiencing a morning ritual she doesn't understand. Until he begins to read to her. An achingly tender story about the enduring power of love.A man with a faded, well-worn notebook open in his lap. A woman experiencing a morning ritual she doesn't understand. Until he begins to read to her. The Notebook is an achingly tender story about the enduring power of love, a story of miracles that will stay with you forever. Set amid the austere beauty of coastal North Carolina in 1946, The Notebook begins with the story of Noah Calhoun, a rural Southerner returned home from World War II. Noah, thirty-one, is restoring a plantation home to its former glory, and he is haunted by images of the beautiful girl he met fourteen years earlier, a girl he loved like no other. Unable to find her, yet unwilling to forget the summer they spent together, Noah is content to live with only memories...until she unexpectedly returns to his town to see him once again. Allie Nelson, twenty-nine, is now engaged to another man, but realizes that the original passion she felt for Noah has not dimmed with the passage of time. Still, the obstacles that once ended their previous relationship remain, and the gulf between their worlds is too vast to ignore. With her impending marriage only weeks away, Allie is forced to confront her hopes and dreams for the future, a future that only she can shape. Like a puzzle within a puzzle, the story of Noah and Allie is just the beginning. As it unfolds, their tale miraculously becomes something different, with much higher stakes. The result is a deeply moving portrait of love itself, the tender moments and the fundamental changes that affect us all. Shining with a beauty that is rarely found in current literature, The Notebook establishes Nicholas Sparks as a classic storyteller with a unique insight into the only emotion that really matters. ""I am nothing special, of this I am sure. I am a common man with common thoughts and I've led a common life. There are no monuments dedicated to me and my name will soon be forgotten, but I've loved another with all my heart and soul, and to me, this has always been enough."" And so begins one of the most poignant and compelling love stories you will ever read...The Notebook",,Hardcover,9.78055E+12,214 pages,4.07,1144696,18249,The Notebook,Romance|Fiction|Womens Fiction|Chick Lit|Contemporary,https://images.gr-assets.com/books/1385738917l/15931.jpg
Ernest Hemingway,"It is the story of an old Cuban fisherman and his supreme ordeal: a relentless, agonizing battle with a giant marlin far out in the Gulf Stream. Using the simple, powerful language of a fable, Hemingway takes the timeless themes of courage in the face of defeat and personal triumph won from loss and transforms them into a magnificent twentieth-century classic.",,Hardcover,9.78068E+12,132 pages,3.75,661870,19549,The Old Man and the Sea,Classics|Fiction|Literature|Novels|Literature|American|Academic|School|Adventure|Classics|Classic Literature|Literature|20th Century|Literary Fiction,https://images.gr-assets.com/books/1329189714l/2165.jpg
Charles Dickens,"See alternate cover edition hereDickens's magnificent novel of guilt, desire, and redemption The orphan Pip’s terrifying encounter with an escaped convict on the Kent marshes, and his mysterious summons to the house of Miss Havisham and her cold, beautiful ward Estella, form the prelude to his “great expectations.” How Pip comes into a fortune, what he does with it, and what he discovers through his secret benefactor are the ingredients of his struggle for moral redemption.",Penguin Classics,Paperback,9.78014E+12,512 pages,3.76,562389,13554,Great Expectations,Classics|Fiction|Literature|Historical|Historical Fiction,https://images.gr-assets.com/books/1309639398l/2619.jpg
Edgar Allan Poe,,,Hardcover,9.78039E+12,821 pages,4.37,170532,1172,The Complete Stories and Poems,Classics|Poetry|Horror|Fiction|Short Stories,https://images.gr-assets.com/books/1327942676l/23919.jpg
John Irving,"Eleven-year-old Owen Meany, playing in a Little League baseball game in Gravesend, New Hampshire, hits a foul ball and kills his best friend's mother. Owen doesn't believe in accidents; he believes he is God's instrument. What happens to Owen after that 1953 foul is both extraordinary and terrifying. At moments a comic, self-deluded victim, but in the end the principal, tragic actor in a divine plan, Owen Meany is the most heartbreaking hero John Irving has yet created.",,Paperback,9.78055E+12,637 pages,4.23,262747,12211,A Prayer for Owen Meany,Fiction|Classics|Literature|Contemporary,https://images.gr-assets.com/books/1260470010l/4473.jpg
A.A. Milne|Ernest H. Shepard,"The Bear of Very Little Brain and his friends from the Hundred Acre Wood have delighted generations of readers since Winnie-the-Pooh was first published in 1926.Back by popular demand, the four full-color gift editions of the original Pooh classics are available again. These elegant books, larger in format than the classic editions, include all of Ernest H. Shepard's illustrations, each meticulously hand-painted in delicate watercolors.Here are the two great storybooks chronicling the adventures of Christopher Robin and all the inhabitants of the Hundred Acre Wood, as well as the two charming volumes of poems. Bright in color and true in spirit, these are books for giving--To Pooh fans of all ages.",,Hardcover,9.78053E+12,145 pages,4.34,230710,3617,Winnie-the-Pooh,Classics|Childrens|Fiction,https://images.gr-assets.com/books/1298440130l/99107.jpg
Leo Tolstoy|Richard Pevear|Larissa Volokhonsky,"Acclaimed by many as the world's greatest novel, Anna Karenina provides a vast panorama of contemporary life in Russia and of humanity in general. In it Tolstoy uses his intense imaginative insight to create some of the most memorable characters in literature. Anna is a sophisticated woman who abandons her empty existence as the wife of Karenin and turns to Count Vronsky to fulfil her passionate nature - with tragic consequences. Levin is a reflection of Tolstoy himself, often expressing the author's own views and convictions.Throughout, Tolstoy points no moral, merely inviting us not to judge but to watch. As Rosemary Edmonds comments, 'He leaves the shifting patterns of the kaleidoscope to bring home the meaning of the brooding words following the title, 'Vengeance is mine, and I will repay.",Penguin Classics Deluxe Edition,Paperback,9.78014E+12,838 pages,4.03,530951,19944,Anna Karenina,Classics|Fiction|Cultural|Russia|Romance,https://images.gr-assets.com/books/1452709554l/151.jpg
Herman Melville|Andrew Delbanco|Tom Quirk,"""It is the horrible texture of a fabric that should be woven of ships' cables and hawsers. A Polar wind blows through it, and birds of prey hover over it."" So Melville wrote of his masterpiece, one of the greatest works of imagination in literary history. In part, Moby-Dick is the story of an eerily compelling madman pursuing an unholy war against a creature as vast and dangerous and unknowable as the sea itself. But more than just a novel of adventure, more than an encyclopaedia of whaling lore and legend, the book can be seen as part of its author's lifelong meditation on America. Written with wonderfully redemptive humour, Moby-Dick is also a profound inquiry into character, faith, and the nature of perception.",,Paperback,9.78014E+12,720 pages,3.48,431320,12675,"Moby-Dick or, The Whale",Classics|Fiction|Literature|Adventure,https://images.gr-assets.com/books/1327940656l/153747.jpg
